batch_id,material_id,manufacturing_site,manufacture_date,expiry_date,quantity,batch_status
BAT-0005269,MAT-00051,FR_LYON_01,2025-04-02,2026-10-02,12823,RELEASED
BAT-0005270,MAT-00431,ES_BAR_01,2023-06-19,2024-12-19,43671,QUARANTINE
BAT-0005271,MAT-00362,FR_LYON_01,2024-06-06,2025-12-06,12813,RELEASED
BAT-0005272,MAT-00166,FR_LYON_01,2025-10-19,2028-10-19,43668,RELEASED
BAT-0005273,MAT-00356,FR_LYON_02,2023-09-16,2025-03-16,15671,RELEASED
BAT-0005274,MAT-00073,FR_LYON_02,2024-07-31,2026-07-31,23491,RELEASED
BAT-0005275,MAT-00110,FR_LYON_01,2024-01-10,2027-01-10,45057,REWORK
BAT-0005276,MAT-00068,FR_LYON_01,2023-07-30,2024-07-30,10397,RELEASED
BAT-0005277,MAT-00147,FR_LYON_02,2025-11-02,2028-11-02,24416,RELEASED
BAT-0005278,MAT-00459,ES_BAR_01,2023-12-04,2024-06-04,13431,RELEASED
BAT-0005279,MAT-00357,HU_BUD_01,2023-04-29,2024-04-29,4922,RELEASED
BAT-0005280,MAT-00162,ES_BAR_01,2024-05-18,2027-05-18,28890,RELEASED
BAT-0005281,MAT-00453,FR_LYON_01,2024-09-04,2025-09-04,14373,RELEASED
BAT-0005282,MAT-00215,FR_LYON_01,2024-10-25,2026-10-25,40601,QUARANTINE
BAT-0005283,MAT-00194,FR_LYON_01,2025-09-15,2026-09-15,5065,QUARANTINE
BAT-0005284,MAT-00333,ES_BAR_01,2023-12-18,2025-06-18,4997,RELEASED
BAT-0005285,MAT-00116,FR_LYON_02,2023-12-28,2025-12-28,38515,RELEASED
BAT-0005286,MAT-00432,FR_LYON_02,2024-08-01,2026-08-01,35736,RELEASED
BAT-0005287,MAT-00134,FR_LYON_01,2024-07-19,2026-01-19,33636,RELEASED
BAT-0005288,MAT-00290,FR_LYON_02,2023-07-28,2025-01-28,6219,RELEASED
BAT-0005289,MAT-00094,FR_LYON_02,2024-11-04,2026-05-04,17962,RELEASED
BAT-0005290,MAT-00450,FR_LYON_01,2024-04-04,2027-04-04,30811,RELEASED
BAT-0005291,MAT-00202,FR_LYON_01,2024-02-09,2024-08-09,34836,RELEASED
BAT-0005292,MAT-00473,FR_LYON_02,2025-11-14,2026-11-14,43502,RELEASED
BAT-0005293,MAT-00230,FR_LYON_02,2023-09-14,2024-09-14,38968,RELEASED
BAT-0005294,MAT-00431,FR_LYON_02,2024-07-19,2026-07-19,39642,RELEASED
BAT-0005295,MAT-00335,FR_LYON_02,2023-03-06,2024-03-06,548,RELEASED
BAT-0005296,MAT-00120,HU_BUD_01,2024-04-10,2025-10-10,11803,RELEASED
BAT-0005297,MAT-00035,FR_LYON_01,2023-07-19,2024-01-19,5820,RELEASED
BAT-0005298,MAT-00091,HU_BUD_01,2023-01-31,2024-01-31,15027,REWORK
BAT-0005299,MAT-00256,ES_BAR_01,2023-12-11,2025-06-11,25635,RELEASED
BAT-0005300,MAT-00243,ES_BAR_01,2024-02-08,2026-02-08,48532,QUARANTINE
BAT-0005301,MAT-00115,FR_LYON_01,2025-08-16,2026-08-16,36573,RELEASED
BAT-0005302,MAT-00397,FR_LYON_02,2024-10-10,2026-04-10,19058,RELEASED
BAT-0005303,MAT-00106,ES_BAR_01,2023-01-06,2026-01-06,34464,RELEASED
BAT-0005304,MAT-00269,FR_LYON_01,2024-04-27,2025-04-27,4968,RELEASED
BAT-0005305,MAT-00291,HU_BUD_01,2023-12-27,2025-12-27,37104,RELEASED
BAT-0005306,MAT-00025,ES_BAR_01,2023-11-06,2025-05-06,5156,RELEASED
BAT-0005307,MAT-00108,ES_BAR_01,2024-05-06,2026-05-06,5875,RELEASED
BAT-0005308,MAT-00455,FR_LYON_02,2023-02-27,2025-02-27,39508,QUARANTINE
BAT-0005309,MAT-00446,FR_LYON_02,2025-01-25,2026-07-25,19134,RELEASED
BAT-0005310,MAT-00107,FR_LYON_01,2023-12-10,2025-12-10,14093,RELEASED
BAT-0005311,MAT-00486,FR_LYON_01,2024-06-14,2025-12-14,9408,RELEASED
BAT-0005312,MAT-00247,FR_LYON_01,2024-02-20,2024-08-20,48770,QUARANTINE
BAT-0005313,MAT-00123,ES_BAR_01,2024-08-19,2025-08-19,18248,RELEASED
BAT-0005314,MAT-00485,HU_BUD_01,2023-02-01,2024-08-01,4551,RELEASED
BAT-0005315,MAT-00170,HU_BUD_01,2025-04-08,2026-04-08,30620,RELEASED
BAT-0005316,MAT-00299,FR_LYON_02,2023-07-01,2026-07-01,20585,RELEASED
BAT-0005317,MAT-00044,FR_LYON_02,2025-02-05,2026-08-05,36748,RELEASED
BAT-0005318,MAT-00073,ES_BAR_01,2025-07-26,2027-07-26,37436,RELEASED
BAT-0005319,MAT-00089,ES_BAR_01,2023-11-15,2024-05-15,3094,RELEASED
BAT-0005320,MAT-00081,FR_LYON_01,2025-01-04,2025-07-04,24622,RELEASED
BAT-0005321,MAT-00449,ES_BAR_01,2023-06-14,2026-06-14,9115,RELEASED
BAT-0005322,MAT-00107,FR_LYON_01,2023-08-14,2024-02-14,22274,RELEASED
BAT-0005323,MAT-00433,HU_BUD_01,2023-03-29,2024-09-29,25336,RELEASED
BAT-0005324,MAT-00158,HU_BUD_01,2024-06-17,2024-12-17,26317,RELEASED
BAT-0005325,MAT-00409,ES_BAR_01,2025-04-10,2027-04-10,16651,QUARANTINE
BAT-0005326,MAT-00458,FR_LYON_02,2025-05-31,2028-05-31,319,RELEASED
BAT-0005327,MAT-00045,FR_LYON_01,2025-04-20,2026-10-20,1946,REJECTED
BAT-0005328,MAT-00223,ES_BAR_01,2024-09-09,2025-09-09,41888,RELEASED
BAT-0005329,MAT-00384,ES_BAR_01,2024-01-01,2025-07-01,39993,QUARANTINE
BAT-0005330,MAT-00253,HU_BUD_01,2023-12-09,2025-12-09,20936,RELEASED
BAT-0005331,MAT-00407,FR_LYON_02,2025-01-26,2027-01-26,33599,RELEASED
BAT-0005332,MAT-00110,FR_LYON_01,2025-07-01,2027-01-01,22971,RELEASED
BAT-0005333,MAT-00218,ES_BAR_01,2022-12-12,2024-06-12,27653,REJECTED
BAT-0005334,MAT-00250,ES_BAR_01,2024-08-04,2025-02-04,24462,QUARANTINE
BAT-0005335,MAT-00092,HU_BUD_01,2025-06-24,2026-06-24,31227,RELEASED
BAT-0005336,MAT-00402,HU_BUD_01,2024-01-29,2026-01-29,5793,REJECTED
BAT-0005337,MAT-00440,FR_LYON_01,2023-05-10,2023-11-10,24478,RELEASED
BAT-0005338,MAT-00415,FR_LYON_02,2024-09-28,2026-09-28,5330,RELEASED
BAT-0005339,MAT-00017,FR_LYON_02,2024-11-05,2027-11-05,41018,RELEASED
BAT-0005340,MAT-00460,ES_BAR_01,2024-03-19,2025-09-19,23488,REJECTED
BAT-0005341,MAT-00213,HU_BUD_01,2024-01-15,2025-07-15,24036,RELEASED
BAT-0005342,MAT-00165,FR_LYON_02,2023-01-03,2023-07-03,29277,RELEASED
BAT-0005343,MAT-00147,ES_BAR_01,2024-01-30,2026-01-30,4145,RELEASED
BAT-0005344,MAT-00149,ES_BAR_01,2024-02-15,2025-08-15,11029,RELEASED
BAT-0005345,MAT-00017,FR_LYON_01,2024-07-18,2026-01-18,39931,RELEASED
BAT-0005346,MAT-00272,FR_LYON_02,2023-06-28,2024-06-28,25076,QUARANTINE
BAT-0005347,MAT-00463,ES_BAR_01,2023-09-07,2026-09-07,35755,RELEASED
BAT-0005348,MAT-00186,FR_LYON_01,2023-07-09,2025-01-09,313,RELEASED
BAT-0005349,MAT-00265,FR_LYON_02,2022-12-27,2023-12-27,14718,RELEASED
BAT-0005350,MAT-00114,FR_LYON_02,2023-08-30,2026-08-30,30833,QUARANTINE
BAT-0005351,MAT-00455,FR_LYON_01,2023-04-11,2026-04-11,47121,REJECTED
BAT-0005352,MAT-00336,FR_LYON_01,2023-10-19,2025-04-19,47988,RELEASED
BAT-0005353,MAT-00454,FR_LYON_01,2025-03-15,2028-03-15,45441,QUARANTINE
BAT-0005354,MAT-00221,FR_LYON_02,2023-04-16,2025-04-16,19871,QUARANTINE
BAT-0005355,MAT-00059,FR_LYON_01,2024-05-12,2024-11-12,11120,REJECTED
BAT-0005356,MAT-00331,FR_LYON_02,2025-11-29,2027-11-29,37990,RELEASED
BAT-0005357,MAT-00483,FR_LYON_02,2025-05-02,2028-05-02,26398,QUARANTINE
BAT-0005358,MAT-00013,FR_LYON_02,2023-10-01,2024-10-01,7109,RELEASED
BAT-0005359,MAT-00089,ES_BAR_01,2025-05-14,2026-11-14,44539,REWORK
BAT-0005360,MAT-00292,FR_LYON_02,2024-04-14,2024-10-14,2341,RELEASED
BAT-0005361,MAT-00258,ES_BAR_01,2023-12-12,2026-12-12,48059,REWORK
BAT-0005362,MAT-00339,FR_LYON_02,2023-05-23,2024-11-23,20385,RELEASED
BAT-0005363,MAT-00115,ES_BAR_01,2023-09-19,2025-03-19,9873,REJECTED
BAT-0005364,MAT-00446,FR_LYON_02,2024-07-18,2025-01-18,668,RELEASED
BAT-0005365,MAT-00038,HU_BUD_01,2023-01-15,2026-01-15,10314,RELEASED
BAT-0005366,MAT-00092,HU_BUD_01,2024-06-12,2024-12-12,23627,REWORK
BAT-0005367,MAT-00190,ES_BAR_01,2024-01-08,2027-01-08,25302,RELEASED
BAT-0005368,MAT-00208,HU_BUD_01,2025-03-14,2025-09-14,31193,RELEASED
BAT-0005369,MAT-00441,HU_BUD_01,2024-02-16,2025-08-16,38477,QUARANTINE
BAT-0005370,MAT-00071,ES_BAR_01,2023-02-07,2024-08-07,8206,RELEASED
BAT-0005371,MAT-00149,ES_BAR_01,2023-02-02,2023-08-02,31606,RELEASED
BAT-0005372,MAT-00328,HU_BUD_01,2023-09-07,2025-03-07,16698,RELEASED
BAT-0005373,MAT-00365,FR_LYON_02,2023-03-26,2023-09-26,17885,RELEASED
BAT-0005374,MAT-00214,FR_LYON_01,2023-07-18,2024-01-18,23556,RELEASED
BAT-0005375,MAT-00139,FR_LYON_01,2025-06-12,2028-06-12,36369,REJECTED
BAT-0005376,MAT-00042,FR_LYON_01,2024-04-30,2026-04-30,6982,RELEASED
BAT-0005377,MAT-00249,FR_LYON_01,2023-10-23,2026-10-23,41002,RELEASED
BAT-0005378,MAT-00338,FR_LYON_02,2023-12-08,2024-12-08,34630,REWORK
BAT-0005379,MAT-00339,HU_BUD_01,2023-05-02,2025-05-02,44963,REJECTED
BAT-0005380,MAT-00203,HU_BUD_01,2024-03-10,2026-03-10,47483,RELEASED
BAT-0005381,MAT-00008,FR_LYON_02,2025-04-22,2025-10-22,45300,RELEASED
BAT-0005382,MAT-00312,HU_BUD_01,2024-04-04,2024-10-04,28334,RELEASED
BAT-0005383,MAT-00089,FR_LYON_02,2024-03-05,2024-09-05,35052,REJECTED
BAT-0005384,MAT-00179,HU_BUD_01,2023-05-08,2026-05-08,44974,RELEASED
BAT-0005385,MAT-00226,FR_LYON_02,2025-11-23,2026-11-23,45672,RELEASED
BAT-0005386,MAT-00330,FR_LYON_01,2023-10-15,2026-10-15,37599,RELEASED
BAT-0005387,MAT-00209,ES_BAR_01,2024-02-17,2024-08-17,2561,REJECTED
BAT-0005388,MAT-00294,HU_BUD_01,2024-12-23,2026-06-23,1336,RELEASED
BAT-0005389,MAT-00365,FR_LYON_01,2023-03-17,2024-09-17,15858,RELEASED
BAT-0005390,MAT-00464,ES_BAR_01,2024-10-25,2026-04-25,14133,RELEASED
BAT-0005391,MAT-00409,HU_BUD_01,2025-08-30,2026-08-30,17993,RELEASED
BAT-0005392,MAT-00417,ES_BAR_01,2023-11-01,2025-11-01,47850,RELEASED
BAT-0005393,MAT-00244,HU_BUD_01,2025-11-14,2026-11-14,32982,RELEASED
BAT-0005394,MAT-00178,FR_LYON_02,2024-06-07,2024-12-07,18459,RELEASED
BAT-0005395,MAT-00149,ES_BAR_01,2023-11-19,2024-11-19,9803,RELEASED
BAT-0005396,MAT-00361,ES_BAR_01,2024-03-01,2026-03-01,32061,RELEASED
BAT-0005397,MAT-00373,ES_BAR_01,2024-06-27,2027-06-27,21679,RELEASED
BAT-0005398,MAT-00470,HU_BUD_01,2023-05-17,2025-05-17,43070,RELEASED
BAT-0005399,MAT-00301,FR_LYON_01,2023-12-30,2024-06-30,1498,RELEASED
BAT-0005400,MAT-00001,HU_BUD_01,2025-11-27,2027-05-27,26208,RELEASED
BAT-0005401,MAT-00420,FR_LYON_02,2023-05-18,2024-11-18,37985,RELEASED
BAT-0005402,MAT-00154,FR_LYON_02,2024-12-21,2025-06-21,14651,RELEASED
BAT-0005403,MAT-00313,HU_BUD_01,2024-03-29,2025-09-29,46221,RELEASED
BAT-0005404,MAT-00373,ES_BAR_01,2023-11-03,2024-11-03,9385,QUARANTINE
BAT-0005405,MAT-00283,FR_LYON_01,2023-07-28,2026-07-28,26920,RELEASED
BAT-0005406,MAT-00098,HU_BUD_01,2025-05-13,2025-11-13,45350,REJECTED
BAT-0005407,MAT-00130,FR_LYON_02,2023-11-04,2026-11-04,34337,RELEASED
BAT-0005408,MAT-00193,FR_LYON_01,2024-02-08,2027-02-08,16508,RELEASED
BAT-0005409,MAT-00420,ES_BAR_01,2024-01-19,2026-01-19,27955,QUARANTINE
BAT-0005410,MAT-00180,ES_BAR_01,2024-07-05,2026-01-05,17619,RELEASED
BAT-0005411,MAT-00369,ES_BAR_01,2025-03-22,2026-03-22,31602,REWORK
BAT-0005412,MAT-00090,FR_LYON_01,2025-01-30,2026-01-30,26669,RELEASED
BAT-0005413,MAT-00233,HU_BUD_01,2024-10-22,2026-10-22,3110,RELEASED
BAT-0005414,MAT-00303,FR_LYON_02,2024-09-28,2026-09-28,40857,RELEASED
BAT-0005415,MAT-00290,FR_LYON_01,2023-05-14,2026-05-14,26319,RELEASED
BAT-0005416,MAT-00377,FR_LYON_02,2023-08-04,2024-08-04,31506,RELEASED
BAT-0005417,MAT-00421,HU_BUD_01,2023-10-01,2026-10-01,18780,RELEASED
BAT-0005418,MAT-00061,HU_BUD_01,2024-04-23,2025-10-23,32617,RELEASED
BAT-0005419,MAT-00045,HU_BUD_01,2024-07-25,2026-01-25,39522,RELEASED
BAT-0005420,MAT-00134,ES_BAR_01,2024-04-01,2024-10-01,16101,REWORK
BAT-0005421,MAT-00166,HU_BUD_01,2023-01-14,2023-07-14,1102,RELEASED
BAT-0005422,MAT-00459,HU_BUD_01,2025-11-06,2026-11-06,16200,QUARANTINE
BAT-0005423,MAT-00500,HU_BUD_01,2024-11-04,2025-05-04,23070,QUARANTINE
BAT-0005424,MAT-00023,HU_BUD_01,2023-05-24,2026-05-24,31732,RELEASED
BAT-0005425,MAT-00169,HU_BUD_01,2023-11-17,2025-05-17,27258,REWORK
BAT-0005426,MAT-00343,HU_BUD_01,2024-08-17,2026-02-17,39595,RELEASED
BAT-0005427,MAT-00138,FR_LYON_02,2023-09-06,2025-09-06,28513,RELEASED
BAT-0005428,MAT-00055,HU_BUD_01,2025-02-13,2025-08-13,44448,RELEASED
BAT-0005429,MAT-00244,FR_LYON_02,2023-07-22,2026-07-22,11669,RELEASED
BAT-0005430,MAT-00086,ES_BAR_01,2024-08-08,2025-02-08,26135,QUARANTINE
BAT-0005431,MAT-00421,HU_BUD_01,2023-03-05,2023-09-05,41304,RELEASED
BAT-0005432,MAT-00319,ES_BAR_01,2024-11-28,2025-05-28,32950,RELEASED
BAT-0005433,MAT-00169,FR_LYON_02,2024-08-16,2025-02-16,28371,QUARANTINE
BAT-0005434,MAT-00246,FR_LYON_02,2024-01-24,2027-01-24,25573,QUARANTINE
BAT-0005435,MAT-00040,ES_BAR_01,2023-12-15,2025-12-15,4138,QUARANTINE
BAT-0005436,MAT-00383,FR_LYON_01,2024-11-02,2026-11-02,44067,RELEASED
BAT-0005437,MAT-00326,FR_LYON_02,2024-02-25,2025-08-25,12258,RELEASED
BAT-0005438,MAT-00036,FR_LYON_01,2024-12-25,2025-06-25,22044,RELEASED
BAT-0005439,MAT-00299,FR_LYON_02,2025-03-02,2027-03-02,29869,RELEASED
BAT-0005440,MAT-00105,ES_BAR_01,2022-12-18,2023-12-18,31335,RELEASED
BAT-0005441,MAT-00017,ES_BAR_01,2023-12-19,2025-12-19,13694,RELEASED
BAT-0005442,MAT-00223,FR_LYON_02,2023-12-06,2026-12-06,2214,QUARANTINE
BAT-0005443,MAT-00030,HU_BUD_01,2025-04-25,2027-04-25,26160,QUARANTINE
BAT-0005444,MAT-00475,FR_LYON_02,2025-05-31,2027-05-31,15225,RELEASED
BAT-0005445,MAT-00441,FR_LYON_02,2024-07-20,2026-01-20,8900,RELEASED
BAT-0005446,MAT-00315,FR_LYON_02,2023-10-19,2026-10-19,23253,RELEASED
BAT-0005447,MAT-00313,FR_LYON_02,2025-11-20,2027-05-20,15349,RELEASED
BAT-0005448,MAT-00172,HU_BUD_01,2025-08-21,2027-02-21,19606,REJECTED
BAT-0005449,MAT-00499,FR_LYON_01,2023-01-10,2024-07-10,44821,REJECTED
BAT-0005450,MAT-00415,ES_BAR_01,2024-11-28,2027-11-28,38224,RELEASED
BAT-0005451,MAT-00131,FR_LYON_02,2025-01-27,2025-07-27,9678,RELEASED
BAT-0005452,MAT-00092,FR_LYON_01,2024-04-01,2027-04-01,30855,REWORK
BAT-0005453,MAT-00166,ES_BAR_01,2023-03-02,2025-03-02,46392,REJECTED
BAT-0005454,MAT-00188,FR_LYON_01,2024-03-17,2025-03-17,43573,RELEASED
BAT-0005455,MAT-00332,FR_LYON_01,2024-12-05,2025-06-05,35059,REJECTED
BAT-0005456,MAT-00327,FR_LYON_01,2024-12-12,2025-06-12,41115,RELEASED
BAT-0005457,MAT-00172,HU_BUD_01,2023-01-28,2023-07-28,45212,RELEASED
BAT-0005458,MAT-00051,FR_LYON_02,2025-08-17,2026-08-17,5039,QUARANTINE
BAT-0005459,MAT-00197,ES_BAR_01,2023-12-01,2024-12-01,26674,RELEASED
BAT-0005460,MAT-00455,FR_LYON_02,2023-07-01,2025-01-01,40605,RELEASED
BAT-0005461,MAT-00109,ES_BAR_01,2024-06-10,2024-12-10,45048,REJECTED
BAT-0005462,MAT-00053,FR_LYON_01,2024-07-10,2025-01-10,48765,REJECTED
BAT-0005463,MAT-00100,ES_BAR_01,2024-01-23,2025-07-23,26723,QUARANTINE
BAT-0005464,MAT-00115,FR_LYON_02,2023-01-17,2024-07-17,6039,RELEASED
BAT-0005465,MAT-00297,ES_BAR_01,2023-07-24,2024-01-24,5261,REJECTED
BAT-0005466,MAT-00274,FR_LYON_02,2024-05-15,2027-05-15,48039,QUARANTINE
BAT-0005467,MAT-00201,HU_BUD_01,2022-12-13,2025-12-13,12224,RELEASED
BAT-0005468,MAT-00167,ES_BAR_01,2023-03-06,2026-03-06,31803,RELEASED
BAT-0005469,MAT-00424,ES_BAR_01,2024-03-02,2024-09-02,34392,REWORK
BAT-0005470,MAT-00391,HU_BUD_01,2023-09-03,2024-09-03,31717,RELEASED
BAT-0005471,MAT-00044,FR_LYON_02,2025-09-27,2028-09-27,21383,RELEASED
BAT-0005472,MAT-00224,FR_LYON_02,2025-01-10,2028-01-10,29422,RELEASED
BAT-0005473,MAT-00207,HU_BUD_01,2023-02-17,2025-02-17,7163,RELEASED
BAT-0005474,MAT-00194,ES_BAR_01,2024-06-24,2024-12-24,29692,RELEASED
BAT-0005475,MAT-00317,FR_LYON_01,2024-12-29,2026-12-29,39396,RELEASED
BAT-0005476,MAT-00484,ES_BAR_01,2024-09-26,2026-03-26,33689,RELEASED
BAT-0005477,MAT-00274,HU_BUD_01,2023-01-16,2024-07-16,21680,RELEASED
BAT-0005478,MAT-00255,FR_LYON_02,2023-02-07,2024-08-07,39719,RELEASED
BAT-0005479,MAT-00331,ES_BAR_01,2023-01-18,2023-07-18,802,REJECTED
BAT-0005480,MAT-00437,ES_BAR_01,2024-09-19,2026-03-19,15960,RELEASED
BAT-0005481,MAT-00035,FR_LYON_02,2023-01-19,2024-01-19,31201,REJECTED
BAT-0005482,MAT-00171,FR_LYON_02,2024-06-28,2025-06-28,3647,QUARANTINE
BAT-0005483,MAT-00358,FR_LYON_01,2023-08-02,2024-02-02,17407,RELEASED
BAT-0005484,MAT-00408,FR_LYON_02,2024-01-26,2025-01-26,2719,RELEASED
BAT-0005485,MAT-00287,ES_BAR_01,2024-07-21,2027-07-21,49057,RELEASED
BAT-0005486,MAT-00475,ES_BAR_01,2025-06-23,2025-12-23,40590,REJECTED
BAT-0005487,MAT-00048,FR_LYON_01,2023-04-26,2024-04-26,17022,RELEASED
BAT-0005488,MAT-00452,FR_LYON_02,2023-11-12,2025-05-12,8795,RELEASED
BAT-0005489,MAT-00455,ES_BAR_01,2025-11-28,2026-05-28,7025,REWORK
BAT-0005490,MAT-00400,FR_LYON_02,2025-06-30,2026-06-30,46884,RELEASED
BAT-0005491,MAT-00364,HU_BUD_01,2024-12-05,2025-12-05,39183,RELEASED
BAT-0005492,MAT-00113,ES_BAR_01,2023-01-25,2023-07-25,44886,QUARANTINE
BAT-0005493,MAT-00300,ES_BAR_01,2024-08-02,2025-02-02,47114,RELEASED
BAT-0005494,MAT-00460,FR_LYON_02,2025-08-26,2026-08-26,18104,RELEASED
BAT-0005495,MAT-00137,ES_BAR_01,2025-04-27,2025-10-27,30591,RELEASED
BAT-0005496,MAT-00399,HU_BUD_01,2022-12-13,2023-12-13,33140,RELEASED
BAT-0005497,MAT-00293,FR_LYON_02,2024-12-21,2027-12-21,44501,RELEASED
BAT-0005498,MAT-00310,FR_LYON_01,2025-04-29,2025-10-29,2456,REJECTED
BAT-0005499,MAT-00422,ES_BAR_01,2025-07-27,2027-07-27,33419,RELEASED
BAT-0005500,MAT-00452,ES_BAR_01,2023-11-02,2025-11-02,10825,QUARANTINE
BAT-0005501,MAT-00421,ES_BAR_01,2025-03-13,2028-03-13,5957,QUARANTINE
BAT-0005502,MAT-00067,FR_LYON_01,2024-04-29,2025-10-29,45028,RELEASED
BAT-0005503,MAT-00229,HU_BUD_01,2025-07-04,2026-07-04,28981,RELEASED
BAT-0005504,MAT-00203,ES_BAR_01,2024-04-18,2024-10-18,7093,RELEASED
BAT-0005505,MAT-00294,FR_LYON_01,2024-12-24,2025-12-24,17939,REJECTED
BAT-0005506,MAT-00254,FR_LYON_02,2024-03-15,2024-09-15,35096,RELEASED
BAT-0005507,MAT-00360,ES_BAR_01,2025-07-05,2026-07-05,9336,RELEASED
BAT-0005508,MAT-00133,HU_BUD_01,2023-06-04,2023-12-04,48580,REJECTED
BAT-0005509,MAT-00216,FR_LYON_01,2025-07-30,2028-07-30,30469,RELEASED
BAT-0005510,MAT-00424,FR_LYON_01,2023-06-16,2024-06-16,21727,RELEASED
BAT-0005511,MAT-00058,FR_LYON_02,2025-08-14,2026-02-14,49749,RELEASED
BAT-0005512,MAT-00338,FR_LYON_01,2023-03-06,2026-03-06,1143,RELEASED
BAT-0005513,MAT-00302,FR_LYON_01,2025-02-24,2028-02-24,35512,REJECTED
BAT-0005514,MAT-00208,HU_BUD_01,2023-08-30,2025-02-28,6700,RELEASED
BAT-0005515,MAT-00316,FR_LYON_01,2025-08-21,2028-08-21,38224,RELEASED
BAT-0005516,MAT-00266,FR_LYON_02,2023-10-01,2024-04-01,25192,QUARANTINE
BAT-0005517,MAT-00116,FR_LYON_01,2025-02-28,2025-08-28,24215,RELEASED
BAT-0005518,MAT-00045,FR_LYON_01,2024-01-22,2025-07-22,11795,RELEASED
BAT-0005519,MAT-00087,FR_LYON_02,2024-09-27,2026-09-27,32585,REWORK
BAT-0005520,MAT-00374,HU_BUD_01,2024-04-05,2024-10-05,43143,REWORK
BAT-0005521,MAT-00302,FR_LYON_01,2024-12-13,2025-12-13,9611,RELEASED
BAT-0005522,MAT-00463,ES_BAR_01,2023-12-23,2025-12-23,23130,RELEASED
BAT-0005523,MAT-00150,FR_LYON_01,2023-01-26,2026-01-26,47071,REWORK
BAT-0005524,MAT-00206,ES_BAR_01,2023-08-04,2025-08-04,6450,RELEASED
BAT-0005525,MAT-00422,ES_BAR_01,2025-06-22,2026-12-22,19617,REWORK
BAT-0005526,MAT-00102,HU_BUD_01,2025-03-31,2026-09-30,45709,RELEASED
BAT-0005527,MAT-00097,ES_BAR_01,2024-05-30,2024-11-30,5947,RELEASED
BAT-0005528,MAT-00134,FR_LYON_01,2024-04-08,2027-04-08,45806,RELEASED
BAT-0005529,MAT-00067,FR_LYON_01,2023-12-23,2025-06-23,45786,RELEASED
BAT-0005530,MAT-00041,HU_BUD_01,2023-02-13,2025-02-13,26746,RELEASED
BAT-0005531,MAT-00456,HU_BUD_01,2025-02-12,2026-02-12,25703,RELEASED
BAT-0005532,MAT-00338,ES_BAR_01,2024-05-11,2026-05-11,4487,RELEASED
BAT-0005533,MAT-00081,FR_LYON_02,2024-02-26,2026-02-26,14067,REJECTED
BAT-0005534,MAT-00427,FR_LYON_02,2024-07-09,2026-07-09,16869,RELEASED
BAT-0005535,MAT-00355,HU_BUD_01,2025-02-19,2027-02-19,26253,RELEASED
BAT-0005536,MAT-00067,FR_LYON_02,2024-10-18,2025-10-18,9732,REJECTED
BAT-0005537,MAT-00222,HU_BUD_01,2022-12-26,2025-12-26,10399,QUARANTINE
BAT-0005538,MAT-00222,HU_BUD_01,2024-08-06,2027-08-06,36394,QUARANTINE
BAT-0005539,MAT-00164,ES_BAR_01,2023-05-29,2026-05-29,49195,RELEASED
BAT-0005540,MAT-00072,FR_LYON_01,2024-01-10,2025-01-10,10852,QUARANTINE
BAT-0005541,MAT-00125,FR_LYON_02,2023-08-31,2025-02-28,27598,QUARANTINE
BAT-0005542,MAT-00447,FR_LYON_01,2023-03-27,2026-03-27,35559,QUARANTINE
BAT-0005543,MAT-00159,FR_LYON_01,2023-07-26,2024-01-26,21792,RELEASED
BAT-0005544,MAT-00470,HU_BUD_01,2023-03-01,2024-09-01,17670,RELEASED
BAT-0005545,MAT-00323,HU_BUD_01,2024-10-28,2025-10-28,21893,QUARANTINE
BAT-0005546,MAT-00363,FR_LYON_02,2023-08-27,2024-08-27,41260,QUARANTINE
BAT-0005547,MAT-00286,FR_LYON_02,2025-05-18,2028-05-18,2314,QUARANTINE
BAT-0005548,MAT-00024,FR_LYON_02,2025-09-21,2028-09-21,36677,RELEASED
BAT-0005549,MAT-00440,ES_BAR_01,2024-10-02,2025-10-02,38235,REJECTED
BAT-0005550,MAT-00258,FR_LYON_02,2025-04-18,2025-10-18,21385,RELEASED
BAT-0005551,MAT-00257,HU_BUD_01,2023-02-27,2026-02-27,8674,REJECTED
BAT-0005552,MAT-00044,FR_LYON_01,2025-09-09,2028-09-09,28122,RELEASED
BAT-0005553,MAT-00408,FR_LYON_02,2025-07-06,2027-01-06,29686,QUARANTINE
BAT-0005554,MAT-00075,HU_BUD_01,2025-04-24,2026-10-24,47324,RELEASED
BAT-0005555,MAT-00292,FR_LYON_02,2025-11-15,2026-05-15,45585,RELEASED
BAT-0005556,MAT-00376,FR_LYON_02,2023-01-10,2024-01-10,14384,REJECTED
BAT-0005557,MAT-00047,FR_LYON_01,2024-01-15,2026-01-15,7051,RELEASED
BAT-0005558,MAT-00409,FR_LYON_02,2023-09-20,2025-03-20,43394,RELEASED
BAT-0005559,MAT-00373,HU_BUD_01,2024-05-15,2024-11-15,14431,QUARANTINE
BAT-0005560,MAT-00143,HU_BUD_01,2024-03-11,2026-03-11,22657,REJECTED
BAT-0005561,MAT-00279,FR_LYON_01,2023-12-04,2025-06-04,19578,QUARANTINE
BAT-0005562,MAT-00466,HU_BUD_01,2025-07-16,2026-07-16,29221,RELEASED
BAT-0005563,MAT-00428,FR_LYON_01,2024-04-18,2025-10-18,49500,RELEASED
